t,angle,setpoint,dq,tau_cmd,tau_load,Fx,Fy,Fz,Mx,My,Mz,pos_err,rot_err,risk,b0,b1,b2,b3,b4
3.4250000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
3.5300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
3.6350000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
3.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
3.9450000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.5600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.7700000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
4.9750000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.1850000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.3950000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.6000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.8100000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
5.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.015000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.2250000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.4350000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
6.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.265000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.4750000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.6850000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.890000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
7.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
8.915000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.120000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.325000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.745000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
9.950000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.370000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.575000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
10.995000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.620000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.825000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
11.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.030000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.450000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.655000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.075000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.280000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
13.700000000000001,-0.02830033178082711,0.007330382858376184,-1.579683307123827,5.0,0.19203504440933,135.82848868451953,-146.5023366966833,14.212248836902234,-6.675970262793327,-8.57987601745442,25.03711844914524,0.01716876074143687,0.022634693861516685,0.0,0.2,0.2,0.2,0.2,0.2
13.805,-0.01838810270401482,0.02932153143350475,0.411702673664492,-4.163439160344309,0.745113760238871,-72.18152433526573,40.728773532317085,-5.552627318256826,0.7116877336232181,-1.2747526007711034,-3.3991593717342705,0.01168822508255529,0.031111756319054294,0.0,0.2,0.2,0.2,0.2,0.2
13.905000000000001,0.016774825827679408,0.05026548245743666,0.10366345948873439,5.0,1.1979574353752058,-56.45806472936985,62.90659003017544,-33.50255901762539,-0.20996761902557992,5.934444789454593,-8.170571830935062,0.02294866429523325,0.030577066140118205,0.0,0.2,0.2,0.2,0.2,0.2
14.01,0.05724815775791338,0.07225663103256522,0.36782768191438964,-4.859528309360845,1.5465898526552107,-68.86037508444431,102.08942487047986,-23.172690881273343,4.010699923517304,11.905033911631719,-18.10275027345422,0.02641845727628239,0.06370362991206442,0.0,0.2,0.2,0.2,0.2,0.2
14.115,0.09352180781316033,0.09424777960769386,0.28376380940632523,-2.6868751823610597,1.7284545960414903,-61.538261813263006,103.23402972143637,-12.243261788906477,8.363317561880296,15.755136877237291,-21.38398913217528,0.026479507583150694,0.08956580178811445,0.0,0.2,0.2,0.2,0.2,0.2
14.22,0.12896701563795504,0.1162389281828225,0.18693914038146664,-0.5166626681606786,1.7239413207708547,-56.84986557851749,100.76790691272868,-7.331135006253177,12.595850676818898,18.102400128558294,-22.554789302913758,0.02696005721573437,0.10831399009808067,0.0,0.2,0.2,0.2,0.2,0.2
14.325000000000001,0.16204739189487186,0.13823007675795096,0.18605709523536687,-1.656329648984267,1.533536690076761,-56.84322972429328,99.75328845854744,-4.934488960679021,16.01386928324859,18.56406510141224,-23.510475513703685,0.026525426962304838,0.11887501219191769,0.0,1.9715858980124664e-06,1.9715858980124664e-06,0.12805122218647702,0.042518631604960666,0.8294262030367663
14.43,0.19219359095398209,0.1602212253330793,0.18276008554336295,-1.7867095966984465,1.1777718986421084,-54.69762478933695,95.1636291918562,-4.04812841806882,18.21201729576227,17.466109424103237,-23.544674266232718,0.025148560979048325,0.12253283741458423,0.0,0.2,0.2,0.2,0.2,0.2
14.530000000000001,0.21845103199869068,0.18116517635701107,0.1518700839835952,-1.2984226278227824,0.7201501275589396,-49.93314165881658,87.82382788081429,-4.402846613683503,19.189950804471447,15.533439322054374,-22.72510336407014,0.023441111042997786,0.12130775500469203,0.0,0.2,0.2,0.2,0.2,0.2
14.635,0.24397238717304165,0.20315632493213942,0.105816619892239,0.25139574428994194,0.1646895483074063,-44.29318297469459,79.37385118171618,-5.708341640593022,19.3164452142059,13.182968652467045,-21.325423638414787,0.02172251396769501,0.11677922749651885,0.0,0.00017020087574504353,0.00017020087574504353,0.006174213535491009,0.4578062720680687,0.5356791126449503
14.74,0.26754585012497567,0.22514747350726777,0.08552684895591049,0.7809718634321253,-0.40852938674783046,-41.150296382848495,72.3859701287569,-7.436922543788259,18.74599430384321,10.843743589626483,-20.041927782184903,0.020149471854474906,0.1101230264420297,0.0,0.2,0.2,0.2,0.2,0.2
14.845,0.2893217460131915,0.24713862208239612,0.08981163441263863,0.3730511050881052,-0.9376968912132424,-40.21770996984162,66.81030421954043,-9.26612411259363,17.675062532252525,8.696098950182359,-18.98754051339099,0.018710381378499657,0.1023468107402427,0.0,0.0019699258373355867,0.002102915298935023,0.42552479106233604,0.10462720653623056,0.46577516126516283
14.950000000000001,0.30965633984225194,0.26912977065752447,0.0950734823758669,0.627353312206696,-1.365753212842077,-39.510537877218425,61.766784623987945,-11.061336348945375,16.293967368427932,6.8276575449787416,-17.96580479668615,0.017434974208492108,0.09430558037819763,0.0,0.2,0.2,0.2,0.2,0.2
15.055,0.3291299867552918,0.2911209192326528,0.07319215167512194,1.7393686610217447,-1.6465413456698923,-37.133552491930686,56.55632091733697,-12.82691977863037,14.794983525145032,5.308126523240768,-16.686904092548023,0.016477564646557464,0.08672507910204635,0.0,0.5096168241507271,0.48787688452545996,0.0023956272460760905,2.69983233050615e-05,8.366575443180935e-05
15.155000000000001,0.34774719065293824,0.3120648702565846,0.055790158025929744,2.2371681371820773,-1.7491364806400302,-36.489193336411034,53.2125366011671,-14.691092936754247,13.476572985095492,4.348973000220533,-15.62014627395556,0.016137294136637243,0.08058072997085383,0.0,0.2,0.2,0.2,0.2,0.2
15.26,0.3675501966412591,0.33405601883171293,0.07794278326791394,1.4044387644110532,-1.6726377758970796,-39.75143402475281,52.18011877050266,-16.69721557857992,12.266956512299027,3.7417380161944416,-15.159533311183532,0.016115545752998336,0.07526664864947535,0.0,0.0002488952187206493,0.0002488952187206493,0.001241325466759734,0.006448053285834086,0.9918128308099649
15.365,0.38780187523705795,0.3560471674068413,0.10860138718099652,0.7668056081400705,-1.415779740156161,-43.85747414372777,52.06163971113347,-18.725472779126008,11.22518445384504,3.368291428037171,-14.992175177032335,0.016273646572437964,0.07107155988029255,0.0,0.2,0.2,0.2,0.2,0.2
15.47,0.4089081754155231,0.37803831598196963,0.11677099881932594,0.3827867692353502,-1.0062591910757392,-46.40326503941067,51.87574291612435,-20.86464937921461,10.36842891581732,3.15333018321215,-14.718344677907814,0.016651858130864592,0.06804154744219275,0.0,0.2,0.2,0.2,0.2,0.2
15.575000000000001,0.4311902453023174,0.400029464557098,0.10912638339567787,1.0262789356171198,-0.48823443556865037,-48.288579005792045,51.962915900329904,-23.133836506240296,9.731192132195806,3.116712393092689,-14.360194922193264,0.01731045838160999,0.06615036539669192,0.0,0.024479176208112637,0.28262396320297123,0.13336343145977536,0.36296049966692073,0.19657292946222005
15.68,0.4547207068147614,0.42202061313222633,0.11359527121172674,0.6703176145437192,0.08243628874186755,-52.01395063385884,53.03155167799101,-25.465862507894215,9.302883810664257,3.251588330047553,-14.235960206892285,0.018215794160422922,0.06519479254448242,0.0,0.2,0.2,0.2,0.2,0.2
15.780000000000001,0.47797577904031885,0.4429645641561581,0.15564964085059999,-1.1406979625011036,0.6185809766137006,-58.77939626848466,55.089831411262935,-27.63408388905803,9.024977127722012,3.42560139189119,-14.66376901701451,0.01904682942842337,0.06469815277496657,0.0,0.2,0.2,0.2,0.2,0.2
15.885,0.502845835337866,0.46495571273128644,0.16717314689728172,-1.8620878883158094,1.1154919820602014,-62.574048410011564,56.07606249372092,-29.74691970099937,8.779982120191791,3.4789023863524986,-14.725478277649287,0.019748406104334884,0.06424258134303794,0.0,0.2,0.2,0.2,0.2,0.2
15.985000000000001,0.5264563294047536,0.4858996637552182,0.15570001618738605,-1.7345310513592591,1.4775738696285265,-63.63194575996119,55.9257370209179,-31.250242147407274,8.557348912161736,3.387563452434008,-14.473507236333528,0.020138664351871654,0.06354120745995086,0.0,0.2,0.2,0.2,0.2,0.2
16.09,0.5516163805146337,0.5078908123303469,0.1393390929056493,-0.8768234429157366,1.7016473606959326,-65.17811250061948,55.97297433284605,-32.885532539047325,8.38121423242163,3.4068010838270215,-14.086933287099622,0.020731532082302457,0.06291475360898349,0.0,0.9963353050198177,0.00038738348473772857,0.00045890445108683455,0.001973117195332646,0.0008452898490249928
16.19,0.5753527308149928,0.5288347633542798,0.12783312926134138,-0.9117351260632698,1.7446053340329737,-66.92886559540898,55.88623787281837,-34.20979241710049,8.224299125015692,3.448647661454476,-13.685837671664329,0.021212986281464907,0.0621035072047693,0.0,0.2,0.2,0.2,0.2,0.2
16.295,0.5993777299303372,0.5508259119294093,0.14004344797773305,-1.8290906956887796,1.6060705949469651,-70.17274085985093,55.491441021791125,-34.985487193474455,8.02559006575446,3.4380978460029525,-13.515488238045377,0.02139551746037544,0.060709126148391634,0.0,0.6631651530296235,0.33220940621269524,1.2936039873314814e-05,0.004599568677934605,1.2936039873314814e-05
16.4,0.6222001574915225,0.5728170605045388,0.14771649626903907,-2.1010874869189613,1.2943544162125755,-72.1748138739614,54.42678111305301,-35.3145605227197,7.784829090267764,3.3615506401050164,-13.21424997562376,0.02129709922614459,0.05878402451022785,0.0,0.2,0.2,0.2,0.2,0.2
16.5,0.6423894468122302,0.5937610115284717,0.12215734715982977,-1.1241792669671509,0.8670526697567187,-69.93759587074206,52.39784811411015,-35.101094290227245,7.501984411508747,3.1200073923893554,-12.470318212444274,0.0208467469158938,0.056358404531489416,0.0,0.2,0.2,0.2,0.2,0.2
16.6,0.661976161273225,0.6147049625524046,0.07586612175500664,0.4792443700173911,0.35487776687389394,-67.06254780109839,50.597436010489275,-35.00922938241691,7.239102142222387,3.094911332081651,-11.367821295453712,0.02072459524424858,0.054199189131907535,0.0,0.2,0.2,0.2,0.2,0.2
16.705000000000002,0.6813464702963195,0.6366961111275341,0.10125009665383931,-0.8007590466521933,-0.21933315873753673,-70.43128098732637,49.1442745937549,-34.59275045198968,6.953908248372081,3.2026813595035795,-11.127762685590184,0.02049349904273904,0.05180707256129692,0.0,0.861005712370785,0.13589797334529655,0.0030401330273800682,7.873781697958922e-06,4.8307474840493724e-05
16.81,0.6989976840692733,0.6586872597026636,0.11348575684893464,-0.32156958694991133,-0.7698935472478399,-71.00284925262034,47.237556733379805,-33.92719279157251,6.64786504284981,3.1207963644157672,-10.75318235843041,0.019901379367145967,0.048996373240068586,0.0,0.2,0.2,0.2,0.2,0.2
16.91,0.7153180015597237,0.6796312107265965,0.06658753440746565,1.6523241587190816,-1.2178473940365475,-67.38777996412924,45.78249754376125,-33.737066402242704,6.397113217580597,3.094987575873565,-9.687500170870088,0.019699234549473317,0.0467814547278168,0.0,0.002014485549345484,0.002014485549345484,0.002014485549345484,0.002014485549345484,0.9919420578026181
17.01,0.731867386717634,0.6981317007977318,0.04593647304910973,-3.231082382151513,-1.5465898526552146,-67.94351026160282,45.48316075511265,-34.29720826473991,6.217893316865475,3.39328627835679,-8.937084419502668,0.02005681317700567,0.04536453035100111,0.0,0.2,0.2,0.2,0.2,0.2
17.115000000000002,0.729188375450465,0.6981317007977318,-0.15403345991670903,2.954187201351457,-1.7284545960414917,-22.19580710491213,24.62279559389448,-18.111516299669113,5.046263371553476,0.35562839379171285,-5.100880048284619,0.011072761113336634,0.03350347260888342,0.0,0.35316414399258383,0.4757632554686278,0.057024200179596064,0.057024200179596064,0.057024200179596064
17.22,0.7294315609843574,0.6981317007977318,-0.17024146221977335,3.1709555986717786,-1.7239413207708565,-13.774152670778264,12.760412075576113,-8.216129355381193,3.8426513700334874,0.45606083615083065,-3.297941675579916,0.0074221372209365396,0.026947745301928075,0.0,0.2,0.2,0.2,0.2,0.2
17.32,0.728815740849166,0.6981317007977318,-0.09057504194706682,0.5728122454573675,-1.5465898526552153,-12.218827510131913,8.72134723690015,-5.005438325154996,2.986018584065916,0.37419430675396714,-3.0793599339336506,0.0050607718243583745,0.021064051787234778,0.0,0.04002836449643686,0.04002836449643686,0.04002836449643686,0.5529306885085445,0.3269842180021449
